[2026-03-17T07:29:09.857Z] GET http://localhost:3000/_next/static/chunks/node_modules_5c4e19d6._.js → pending (?ms, ?B)
[2026-03-17T07:29:09.857Z] GET http://localhost:3000/_next/static/chunks/src_app_app_%5BpostId%5D_page_tsx_f56eeb8a._.js → pending (?ms, ?B)
[2026-03-17T07:29:09.857Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js → pending (?ms, ?B)
[2026-03-17T07:29:10.163Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (87ms, 15433B)
[2026-03-17T07:29:10.163Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js → 200 (86ms, 288B)
[2026-03-17T07:29:10.299Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (1ms, ?B)
[2026-03-17T07:29:11.567Z] POST http://localhost:3000/api/auth → pending (?ms, ?B)
[2026-03-17T07:31:29.289Z] GET http://localhost:3000/app/j979kjvfnrr1zfdnekpq8dqjnh832k51/review?_rsc=mc8nl → pending (?ms, ?B)
[2026-03-17T07:31:31.435Z] GET http://localhost:3000/_next/static/chunks/_0c508bdc._.js → 200 (6ms, 129136B)
[2026-03-17T07:31:31.435Z] GET http://localhost:3000/_next/static/chunks/src_app_app_%5BpostId%5D_review_page_tsx_f56eeb8a._.js → 200 (6ms, 240B)
[2026-03-17T07:31:31.453Z] GET http://localhost:3000/_next/static/chunks/_0c508bdc._.js → 200 (5ms, 129136B)
[2026-03-17T07:31:31.454Z] GET http://localhost:3000/_next/static/chunks/src_app_app_%5BpostId%5D_review_page_tsx_f56eeb8a._.js → 200 (?ms, 240B)
[2026-03-17T07:33:18.760Z] GET http://localhost:3000/app/j979kjvfnrr1zfdnekpq8dqjnh832k51/review → pending (?ms, ?B)
[2026-03-17T07:33:18.792Z] GET http://localhost:3000/app/j979kjvfnrr1zfdnekpq8dqjnh832k51/review → pending (?ms, ?B)
[2026-03-17T07:33:18.792Z] GET http://localhost:3000/app/j979kjvfnrr1zfdnekpq8dqjnh832k51/review → pending (?ms, ?B)
[2026-03-17T07:33:18.836Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__6d41bae8._.css → 200 (1ms, ?B)
[2026-03-17T07:33:21.338Z] GET http://localhost:3000/_next/static/media/5f402bd2d8eef81a-s.p.b72f0478.woff2 → 200 (?ms, ?B)
[2026-03-17T07:33:21.338Z] GET http://localhost:3000/_next/static/media/a343f882a40d2cc9-s.p.71e1367e.woff2 → 200 (?ms, ?B)
[2026-03-17T07:33:21.338Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__6d41bae8._.css → 200 (4ms, 73419B)
[2026-03-17T07:33:21.340Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js → 200 (4ms, 671B)
